movie_title,movie_budget,movie_domestic_gross,movie_world_gross,movie_genre,movie_imdb_rating,movie_imdb_metascore,movie_poster,movie_director,movie_star1,movie_star2,movie_star3,movie_release_date,movie_release_year
THE EQUALIZER 2,"$77,000,000.00 ","$102,084,362.00 ","$190,376,181.00 ",crime,50,6.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Antoine Fuqua,Denzel Washington,Pedro Pascal,Ashton Sanders,20-Jul,2018
THE FAST AND THE FURIOUS: TOKYO DRIFT,"$85,000,000.00 ","$62,615,510.00 ","$157,794,205.00 ",crime,45,6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Justin Lin,Lucas Black,Zachery Ty Bryan,Shad Moss,16-Jun,2006
THE FATE OF THE FURIOUS,"$250,000,000.00 ","$225,764,765.00 ","$1,236,703,796.00 ",crime,56,6.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,F. Gary Gray,Vin Diesel,Jason Statham,Dwayne Johnson,14-Apr,2017
THE GENTLEMEN,"$22,000,000 ","$36,471,796 ","$113,152,222 ",crime,7.8,51,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Guy Ritchie,Matthew McConaughey,Charlie Hunnam,Michelle Dockery,24-Jan,2020
THE GHOST WRITER,"$45,000,000.00 ","$15,541,549.00 ","$65,532,491.00 ",crime,77,7.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Roman Polanski,Ewan McGregor,Pierce Brosnan,Olivia Williams,19-Mar,2010
THE GIRL NEXT DOOR,"$25,000,000 ","$14,589,444 ","$31,635,150 ",crime,6.5,29,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Gregory Wilson,William Atherton,Blythe Auffarth,Blanche Baker,17-Oct,2008
THE GIRL ON THE TRAIN,"$45,000,000.00 ","$75,395,035.00 ","$174,278,214.00 ",crime,48,6.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Tate Taylor,Emily Blunt,Haley Bennett,Rebecca Ferguson,7-Oct,2016
THE GIRL WITH THE DRAGON TATTOO,"$90,000,000.00 ","$102,515,793.00 ","$239,373,970.00 ",crime,71,7.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,David Fincher,Daniel Craig,Rooney Mara,Christopher Plummer,21-Dec,2011
THE GRAND BUDAPEST HOTEL,"$31,000,000.00 ","$59,076,019.00 ","$163,503,514.00 ",crime,8.1,88,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Wes Anderson,Ralph Fiennes,F. Murray Abraham,Mathieu Amalric,28-Mar,2014
THE HATEFUL EIGHT,"$62,000,000.00 ","$54,117,416.00 ","$151,813,358.00 ",crime,7.8,68,"https://m.media-amazon.com/images/M/MV5BMjA1MTc1NTg5NV5BMl5BanBnXkFtZTgwOTM2MDEzNzE@._V1_UX67_CR0,0,67,98_AL_.jpg",Quentin Tarantino,Samuel L. Jackson,Kurt Russell,Jennifer Jason Leigh,30-Dec,2015
THE HUSTLE,"$21,000,000 ","$35,417,038 ","$97,389,568 ",crime,35,5.4,"https://m.media-amazon.com/images/M/MV5BMTc3MDcyNzE5N15BMl5BanBnXkFtZTgwNzE2MDE0NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Chris Addison,Anne Hathaway,Rebel Wilson,Alex Sharp,10-May,2019
THE ITALIAN JOB,"$60,000,000.00 ","$106,126,012.00 ","$176,262,839.00 ",crime,68,7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,F. Gary Gray,Donald Sutherland,Mark Wahlberg,Edward Norton,30-May,2003
THE JUDGE,"$50,000,000.00 ","$47,119,388.00 ","$76,073,556.00 ",crime,7.4,48,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,David Dobkin,Robert Downey Jr.,Robert Duvall,Vera Farmiga,10-Oct,2014
THE LINCOLN LAWYER,"$40,000,000.00 ","$58,009,200.00 ","$87,145,086.00 ",crime,63,7.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Brad Furman,Matthew McConaughey,Marisa Tomei,Ryan Phillippe,18-Mar,2011
THE LITTLE THINGS,"$30,000,000.00 ","$15,342,746.00 ","$29,735,222.00 ",crime,6.3,54,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,John Lee Hancock,Denzel Washington,Rami Malek,Jared Leto,29-Jan,2021
THE LONGEST YARD,"$82,000,000 ","$158,119,460 ","$191,558,505 ",crime,48,6.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Peter Segal,Adam Sandler,Burt Reynolds,Chris Rock,27-May,2005
THE MANY SAINTS OF NEWARK,"$50,000,000.00 ","$8,237,403.00 ","$12,732,039.00 ",crime,60,6.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Alan Taylor,Alessandro Nivola,Leslie Odom Jr.,Jon Bernthal,1-Oct,2021
THE MULE,"$50,000,000.00 ","$103,804,407.00 ","$173,453,994.00 ",crime,58,7,"https://m.media-amazon.com/images/M/MV5BMTc1OTc5NzA4OF5BMl5BanBnXkFtZTgwOTAzMzE2NjM@._V1_UX67_CR0,0,67,98_AL_.jpg",Clint Eastwood,Clint Eastwood,Patrick L. Reyes,Cesar De León,14-Dec,2018
THE NICE GUYS,"$50,000,000.00 ","$36,261,763.00 ","$59,596,747.00 ",crime,7.3,70,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Shane Black,Russell Crowe,Ryan Gosling,Angourie Rice,20-May,2016
THE OTHER GUYS,"$100,000,000.00 ","$119,219,978.00 ","$170,936,470.00 ",crime,64,6.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Adam McKay,Will Ferrell,Mark Wahlberg,Derek Jeter,6-Aug,2010
THE PLACE BEYOND THE PINES,"$15,000,000 ","$21,403,519 ","$47,011,449 ",crime,7.3,68,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Derek Cianfrance,Ryan Gosling,Bradley Cooper,Eva Mendes,19-Apr,2013
THE PUNISHER,"$33,000,000 ","$33,664,370 ","$54,533,774 ",crime,33,6.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jonathan Hensleigh,Thomas Jane,John Travolta,Samantha Mathis,16-Apr,2004
THE UNBEARABLE WEIGHT OF MASSIVE TALENT,"$30,000,000.00 ","$20,300,157.00 ","$29,116,320.00 ",crime,7,68,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Tom Gormican,Nicolas Cage,Pedro Pascal,Tiffany Haddish,22-Apr,2022
THE WOLF OF WALL STREET,"$100,000,000.00 ","$116,949,183.00 ","$389,816,136.00 ",crime,8.2,75,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Martin Scorsese,Leonardo DiCaprio,Jonah Hill,Margot Robbie,25-Dec,2013
"THREE BILLBOARDS OUTSIDE EBBING, MISSOURI","$12,000,000 ","$54,513,740 ","$161,158,351 ",crime,8.1,88,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Martin McDonagh,Frances McDormand,Woody Harrelson,Sam Rockwell,1-Dec,2017
TRAFFIC,"$48,000,000.00 ","$124,107,476.00 ","$208,300,000.00 ",crime,86,7.6,"https://m.media-amazon.com/images/M/MV5BNDA2YjNkMjEtZjcwNy00ZTc5LWEzNDItMjE0ODlmMDAzNDFkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR0,0,67,98_AL_.jpg",Steven Soderbergh,Michael Douglas,Benicio Del Toro,Catherine Zeta-Jones,5-Jan,2001
TRAINING DAY,"$45,000,000.00 ","$76,261,036.00 ","$104,505,352.00 ",crime,7.7,69,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Antoine Fuqua,Denzel Washington,Ethan Hawke,Scott Glenn,5-Oct,2001
WALKING TALL,"$56,000,000.00 ","$46,213,824.00 ","$47,856,383.00 ",crime,44,6.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kevin Bray,Dwayne Johnson,Ashley Scott,Johnny Knoxville,2-Apr,2004
WANTED,"$75,000,000.00 ","$134,508,551.00 ","$342,416,460.00 ",crime,64,6.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Timur Bekmambetov,Angelina Jolie,James McAvoy,Morgan Freeman,27-Jun,2008
WAR DOGS,"$50,000,000.00 ","$43,034,523.00 ","$86,234,503.00 ",crime,57,7.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Todd Phillips,Jonah Hill,Miles Teller,Steve Lantz,19-Aug,2016
WEST SIDE STORY,"$100,000,000.00 ","$38,530,322.00 ","$74,826,329.00 ",crime,7.2,85,"https://m.media-amazon.com/images/M/MV5BMzQ5ZDZhZDItZTNmZi00MWQ0LWJlNDUtZTE4ZWJmODNlM2Y3XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg",Steven Spielberg,Ansel Elgort,Rachel Zegler,Ariana DeBose,10-Dec,2021
WHITE BOY RICK,"$30,000,000.00 ","$24,004,833.00 ","$25,947,983.00 ",crime,59,6.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Yann Demange,Matthew McConaughey,Richie Merritt,Bel Powley,14-Sep,2018
WHITE CHICKS,"$20,000,000 ","$69,148,997 ","$111,448,997 ",crime,5.7,41,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Keenen Ivory Wayans,Marlon Wayans,Shawn Wayans,Busy Philipps,23-Jun,2004
WIDOWS,"$40,000,000.00 ","$42,402,632.00 ","$75,984,700.00 ",crime,84,6.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Steve McQueen,Viola Davis,Michelle Rodriguez,Elizabeth Debicki,16-Nov,2018
WILD CARD,"$30,000,000.00 ","$3,200.00 ","$4,315,789.00 ",crime,40,5.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Simon West,Jason Statham,Michael Angarano,Dominik Garcia,14-Jan,2015
WIND RIVER,"$11,000,000 ","$33,800,859 ","$44,984,979 ",crime,7.7,73,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Taylor Sheridan,Elizabeth Olsen,Jeremy Renner,Graham Greene,18-Aug,2017
WRATH OF MAN,"$40,000,000.00 ","$27,466,489.00 ","$103,913,405.00 ",crime,7.1,57,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Guy Ritchie,Jason Statham,Holt McCallany,Josh Hartnett,7-May,2021
ZODIAC,"$85,000,000 ","$33,080,084 ","$83,080,084 ",crime,7.7,79,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,David Fincher,Jake Gyllenhaal,Robert Downey Jr.,Mark Ruffalo,2-Mar,2007
ZOOTOPIA,"$150,000,000.00 ","$341,268,248.00 ","$1,002,462,578.00 ",crime,8,78,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jared Bush,Ginnifer Goodwin,Jason Bateman,Idris Elba,4-Mar,2016
ALMOST FAMOUS,"$60,000,000.00 ","$32,522,352.00 ","$47,371,191.00 ",comedy,7.9,90,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Cameron Crowe,Billy Crudup,Patrick Fugit,Kate Hudson,22-Sep,2000
ROAD TRIP,"$16,000,000 ","$68,525,609 ","$119,739,110 ",comedy,6.5,55,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Todd Phillips,Breckin Meyer,Seann William Scott,Amy Smart,19-May,2000
SCARY MOVIE,"$19,000,000 ","$157,019,771 ","$277,200,000 ",comedy,6.2,48,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Keenen Ivory Wayans,Anna Faris,Jon Abrahams,Marlon Wayans,7-Jul,2000
LEGALLY BLONDE,"$18,000,000.00 ","$96,493,426.00 ","$141,809,235.00 ",comedy,6.4,59,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Robert Luketic,Reese Witherspoon,Luke Wilson,Selma Blair,13-Jul,2001
"MONSTERS, INC.","$115,000,000.00 ","$290,149,425.00 ","$560,483,719.00 ",comedy,8.1,79,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Lee Unkrich,(voice),(voice),(voice),2-Nov,2001
NOT ANOTHER TEEN MOVIE,"$15,000,000 ","$37,882,551 ","$62,401,343 ",comedy,5.7,32,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Joel Gallen,Chyler Leigh,Jaime Pressly,Chris Evans,14-Dec,2001
SHREK,"$50,000,000.00 ","$267,655,011.00 ","$491,812,794.00 ",comedy,7.9,84,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Vicky Jenson,(voice),(voice),(voice),18-May,2001
SNATCH,"$10,000,000 ","$30,093,107 ","$83,593,107 ",comedy,8.2,55,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Guy Ritchie,Jason Statham,Brad Pitt,Stephen Graham,19-Jan,2001
ZOOLANDER,"$28,000,000.00 ","$45,172,250.00 ","$60,780,981.00 ",comedy,6.5,61,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ben Stiller,Ben Stiller,Owen Wilson,Christine Taylor,28-Sep,2001
SCOOBY-DOO,"$84,000,000 ","$153,294,164 ","$276,294,164 ",comedy,5.2,35,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Raja Gosnell,Matthew Lillard,Freddie Prinze Jr.,Sarah Michelle Gellar,14-Jun,2002
SECRETARY,"$4,000,000 ","$4,046,737 ","$9,412,015 ",comedy,6.9,63,"https://m.media-amazon.com/images/M/MV5BNmY1MTdiMDUtYzU4Ny00NWY0LTk2YjctMWU3ZTUxZjg1OTE2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",Steven Shainberg,James Spader,Maggie Gyllenhaal,Jeremy Davies,11-Oct,2002
FINDING NEMO,"$94,000,000.00 ","$380,529,370.00 ","$936,094,852.00 ",comedy,8.2,90,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Lee Unkrich,(voice),(voice),(voice),30-May,2003
LOST IN TRANSLATION,"$4,000,000 ","$44,585,453 ","$117,085,297 ",comedy,7.7,91,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Sofia Coppola,Bill Murray,Scarlett Johansson,Giovanni Ribisi,3-Oct,2003
LOVE ACTUALLY,"$45,000,000.00 ","$59,472,278.00 ","$246,546,998.00 ",comedy,7.6,55,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Richard Curtis,Hugh Grant,Martine McCutcheon,Liam Neeson,14-Nov,2003
SCHOOL OF ROCK,"$20,000,000 ","$81,261,177 ","$131,944,672 ",comedy,7.2,82,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Richard Linklater,Jack Black,Mike White,Joan Cusack,3-Oct,2003
EUROTRIP,"$25,000,000 ","$17,718,223 ","$20,718,223 ",comedy,6.6,45,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,David Mandel,Scott Mechlowicz,Jacob Pitts,Michelle Trachtenberg,20-Feb,2004
MEAN GIRLS,"$18,000,000.00 ","$86,047,227.00 ","$130,714,469.00 ",comedy,7.1,66,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Mark Waters,Lindsay Lohan,Jonathan Bennett,Rachel McAdams,30-Apr,2004
NAPOLEON DYNAMITE,"$400,000.00 ","$44,540,956.00 ","$46,122,713.00 ",comedy,6.9,64,"https://m.media-amazon.com/images/M/MV5BNjYwNTA3MDIyMl5BMl5BanBnXkFtZTYwMjIxNjA3._V1_UX67_CR0,0,67,98_AL_.jpg",Jared Hess,Jon Heder,Efren Ramirez,Jon Gries,27-Aug,2004
SHREK 2,"$70,000,000.00 ","$441,226,247.00 ","$935,253,978.00 ",comedy,7.3,75,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Conrad Vernon,(voice),(voice),(voice),19-May,2004
THE GIRL NEXT DOOR,"$25,000,000 ","$14,589,444 ","$31,635,150 ",comedy,6.7,47,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Luke Greenfield,Emile Hirsch,Nicholas Downs,Elisha Cuthbert,9-Apr,2004
THE TERMINAL,"$75,000,000.00 ","$77,073,959.00 ","$218,673,959.00 ",comedy,7.4,55,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Steven Spielberg,Tom Hanks,Catherine Zeta-Jones,Chi McBride,18-Jun,2004
WHITE CHICKS,"$20,000,000 ","$69,148,997 ","$111,448,997 ",comedy,5.7,41,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Keenen Ivory Wayans,Marlon Wayans,Shawn Wayans,Busy Philipps,23-Jun,2004
CHARLIE AND THE CHOCOLATE FACTORY,"$150,000,000.00 ","$206,459,076.00 ","$475,825,484.00 ",comedy,6.7,72,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Tim Burton,Johnny Depp,Freddie Highmore,David Kelly,15-Jul,2005
WAITING...,"$37,999,143.00 ","$1,125,000.00 ","$36,877,500.00 ",comedy,6.7,30,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Rob McKittrick,Ryan Reynolds,Anna Faris,John Francis Daley,7-Oct,2005
WEDDING CRASHERS,"$40,000,000.00 ","$209,218,368.00 ","$283,218,368.00 ",comedy,7,64,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,David Dobkin,Owen Wilson,Vince Vaughn,Rachel McAdams,15-Jul,2005
CARS,"$70,000,000.00 ","$244,082,982.00 ","$461,630,558.00 ",comedy,7.2,73,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Joe Ranft,Owen Wilson,Bonnie Hunt,Paul Newman,9-Jun,2006
LITTLE MISS SUNSHINE,"$8,000,000 ","$59,891,098 ","$100,642,353 ",comedy,7.8,80,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Valerie Faris,Steve Carell,Toni Collette,Greg Kinnear,18-Aug,2006
IDIOCRACY,"$2,400,000 ","$444,093 ","$500,296 ",comedy,6.5,66,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Mike Judge,Luke Wilson,Maya Rudolph,Dax Shepard,25-Jan,2007
JUNO,"$7,000,000 ","$143,495,265 ","$231,450,102 ",comedy,7.5,81,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jason Reitman,Elliot Page,Michael Cera,Jennifer Garner,25-Dec,2007
RATATOUILLE,"$150,000,000.00 ","$206,445,654.00 ","$626,549,695.00 ",comedy,8.1,96,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jan Pinkava,Brad Garrett,Lou Romano,Patton Oswalt,29-Jun,2007
SUPERBAD,"$17,500,000 ","$121,463,226 ","$169,955,142 ",comedy,7.6,76,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Greg Mottola,Michael Cera,Jonah Hill,Christopher Mintz-Plasse,17-Aug,2007
FORGETTING SARAH MARSHALL,"$30,000,000.00 ","$63,172,463.00 ","$105,475,310.00 ",comedy,7.1,67,"https://m.media-amazon.com/images/M/MV5BMTYzODgzMjAyM15BMl5BanBnXkFtZTcwMTI3NzI2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Nicholas Stoller,Kristen Bell,Jason Segel,Paul Rudd,18-Apr,2008
IN BRUGES,"$15,000,000 ","$7,800,825 ","$34,527,095 ",comedy,7.9,67,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Martin McDonagh,Colin Farrell,Brendan Gleeson,Ciarán Hinds,Feb-29,2008
KUNG FU PANDA,"$130,000,000.00 ","$215,434,591.00 ","$631,910,531.00 ",comedy,7.6,74,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,John Stevenson,(voice),(voice),(voice),6-Jun,2008
MAMMA MIA!,"$52,000,000.00 ","$144,130,063.00 ","$592,235,962.00 ",comedy,6.5,51,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Phyllida Lloyd,Meryl Streep,Pierce Brosnan,Amanda Seyfried,18-Jul,2008
TROPIC THUNDER,"$90,000,000.00 ","$110,515,313.00 ","$191,145,256.00 ",comedy,7.1,71,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ben Stiller,Ben Stiller,Jack Black,Robert Downey Jr.,13-Aug,2008
FANTASTIC MR. FOX,"$40,000,000.00 ","$21,002,919.00 ","$46,458,811.00 ",comedy,7.9,83,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Wes Anderson,(voice),(voice),(voice),25-Nov,2009
THE PRINCESS AND THE FROG,"$105,000,000.00 ","$104,400,899.00 ","$270,997,378.00 ",comedy,7.1,73,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,John Musker,(voice),(voice),(voice),11-Dec,2009
THE PROPOSAL,"$40,000,000.00 ","$163,958,031.00 ","$314,709,717.00 ",comedy,6.7,48,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Anne Fletcher,Sandra Bullock,Ryan Reynolds,Mary Steenburgen,19-Jun,2009
UP,"$175,000,000.00 ","$293,004,164.00 ","$731,463,377.00 ",comedy,8.3,88,"https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_UX67_CR0,0,67,98_AL_.jpg",Bob Peterson,(voice),(voice),(voice),29-May,2009
GROWN UPS,"$75,000,000.00 ","$162,001,186.00 ","$272,222,420.00 ",comedy,5.9,30,"https://m.media-amazon.com/images/M/MV5BMjA0ODYwNzU5Nl5BMl5BanBnXkFtZTcwNTI1MTgxMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",Dennis Dugan,Adam Sandler,Salma Hayek,Kevin James,25-Jun,2010
HOW TO TRAIN YOUR DRAGON,"$165,000,000.00 ","$217,581,232.00 ","$494,870,992.00 ",comedy,8.1,75,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Chris Sanders,(voice),(voice),(voice),26-Mar,2010
KICK-ASS,"$28,000,000.00 ","$48,071,303.00 ","$97,531,134.00 ",comedy,7.6,66,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Matthew Vaughn,Aaron Taylor-Johnson,Nicolas Cage,Chloë Grace Moretz,16-Apr,2010
KNIGHT AND DAY,"$117,000,000.00 ","$76,423,035.00 ","$258,751,370.00 ",comedy,6.3,46,"https://m.media-amazon.com/images/M/MV5BMTM0Mzg0MzI3Ml5BMl5BanBnXkFtZTcwNjIyNzk1Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg",James Mangold,Tom Cruise,Cameron Diaz,Peter Sarsgaard,23-Jun,2010
RED,"$60,000,000.00 ","$90,380,162.00 ","$196,439,693.00 ",comedy,7,60,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Robert Schwentke,Bruce Willis,Helen Mirren,Morgan Freeman,15-Oct,2010
SCOTT PILGRIM VS. THE WORLD,"$85,000,000 ","$32,841,100 ","$49,286,548 ",comedy,7.5,69,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Edgar Wright,Michael Cera,Mary Elizabeth Winstead,Kieran Culkin,13-Aug,2010
TANGLED,"$260,000,000.00 ","$200,821,936.00 ","$583,777,242.00 ",comedy,7.7,71,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Byron Howard,(voice),(voice),(voice),24-Nov,2010
VALENTINE'S DAY,"$52,000,000.00 ","$110,485,654.00 ","$217,569,328.00 ",comedy,5.7,34,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Garry Marshall,Julia Roberts,Jamie Foxx,Anne Hathaway,12-Feb,2010
BRIDESMAIDS,"$32,500,000 ","$169,211,718 ","$289,632,023 ",comedy,6.8,75,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Paul Feig,Kristen Wiig,Maya Rudolph,Rose Byrne,13-May,2011
NO STRINGS ATTACHED,"$25,000,000 ","$70,662,220 ","$149,228,078 ",comedy,6.2,50,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ivan Reitman,Natalie Portman,Ashton Kutcher,Kevin Kline,21-Jan,2011
PUSS IN BOOTS,"$130,000,000.00 ","$149,260,504.00 ","$554,987,477.00 ",comedy,6.6,65,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Chris Miller,Antonio Banderas,Salma Hayek,Zach Galifianakis,28-Oct,2011
SCREAM 4,"$40,000,000.00 ","$38,180,928.00 ","$95,989,590.00 ",comedy,6.2,52,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Wes Craven,Neve Campbell,Courteney Cox,David Arquette,15-Apr,2011
21 JUMP STREET,"$42,000,000.00 ","$138,447,667.00 ","$202,812,429.00 ",comedy,7.2,69,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Christopher Miller,Jonah Hill,Channing Tatum,Ice Cube,16-Mar,2012
MAGIC MIKE,"$7,000,000 ","$113,721,571 ","$170,549,753 ",comedy,6.1,72,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Steven Soderbergh,Channing Tatum,Alex Pettyfer,Olivia Munn,29-Jun,2012
PITCH PERFECT,"$17,000,000 ","$65,001,093 ","$116,044,347 ",comedy,7.1,66,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jason Moore,Anna Kendrick,Brittany Snow,Rebel Wilson,5-Oct,2012
TED,"$50,000,000.00 ","$218,665,740.00 ","$556,016,627.00 ",comedy,6.9,62,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Seth MacFarlane,Mark Wahlberg,Mila Kunis,(voice),29-Jun,2012
ABOUT TIME,"$12,000,000 ","$15,323,921 ","$85,979,738 ",comedy,7.8,55,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Richard Curtis,Domhnall Gleeson,Rachel McAdams,Bill Nighy,8-Nov,2013
FROZEN,"$150,000,000.00 ","$400,953,009.00 ","$1,257,909,889.00 ",comedy,7.4,75,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jennifer Lee,(voice),(voice),(voice),27-Nov,2013
THE SECRET LIFE OF WALTER MITTY,"$91,000,000.00 ","$58,236,838.00 ","$187,861,183.00 ",comedy,7.3,54,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ben Stiller,Ben Stiller,Kristen Wiig,Jon Daly,25-Dec,2013
THE WOLF OF WALL STREET,"$100,000,000.00 ","$116,949,183.00 ","$389,816,136.00 ",comedy,8.2,75,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Martin Scorsese,Leonardo DiCaprio,Jonah Hill,Margot Robbie,25-Dec,2013
BIRDMAN OR (THE UNEXPECTED VIRTUE OF IGNORANCE),"$18,000,000.00 ","$42,340,598.00 ","$102,926,247.00 ",comedy,7.7,87,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Alejandro G. Iñárritu,Michael Keaton,Zach Galifianakis,Edward Norton,14-Nov,2014
